invoice_details_id,gross_margin_percentage,gross_income,cogs,unit_price,tax_5%,rating,invoice_id,product_line
967,4.761904762,12.1515,243.03,81.01,12.1515,9.3,195-06-0432,Home and lifestyle
968,4.761904762,2.37,47.4,15.8,2.37,9.5,605-03-2706,Health and beauty
969,4.761904762,8.6225,172.45,34.49,8.6225,9.0,214-30-2776,Electronic accessories
970,4.761904762,42.315,846.3,84.63,42.315,9.0,746-04-1077,Food and beverages
971,4.761904762,12.9185,258.37,36.91,12.9185,6.7,448-34-8700,Home and lifestyle
972,4.761904762,30.478,609.56,87.08,30.478,5.5,452-04-8808,Electronic accessories
973,4.761904762,12.012,240.24,80.08,12.012,5.4,531-56-4728,Home and lifestyle
974,4.761904762,8.613,172.26,86.13,8.613,8.2,744-82-9138,Fashion accessories
975,4.761904762,4.992,99.84,49.92,4.992,7.0,883-69-1285,Fashion accessories
976,4.761904762,14.932,298.64,74.66,14.932,8.5,221-25-5073,Food and beverages
977,4.761904762,7.98,159.6,26.6,7.98,4.9,518-71-6847,Food and beverages
978,4.761904762,1.2725,25.45,25.45,1.2725,5.1,156-20-0370,Electronic accessories
979,4.761904762,3.3885,67.77,67.77,3.3885,6.5,151-33-7434,Food and beverages
980,4.761904762,11.918,238.36,59.59,11.918,9.8,728-47-9078,Food and beverages
981,4.761904762,11.63,232.6,58.15,11.63,8.4,809-46-1866,Health and beauty
982,4.761904762,43.866,877.32,97.48,43.866,7.4,139-32-4183,Sports and travel
983,4.761904762,34.986,699.72,99.96,34.986,6.1,148-41-7930,Health and beauty
984,4.761904762,33.7295,674.59,96.37,33.7295,6.0,189-40-5216,Electronic accessories
985,4.761904762,15.9275,318.55,63.71,15.9275,8.5,374-38-5555,Fashion accessories
986,4.761904762,1.476,29.52,14.76,1.476,4.3,764-44-8999,Health and beauty
987,4.761904762,24.8,496.0,62.0,24.8,6.2,552-44-5977,Health and beauty
988,4.761904762,41.17,823.4,82.34,41.17,4.3,267-62-7380,Electronic accessories
989,4.761904762,30.148,602.96,75.37,30.148,8.4,430-53-4718,Health and beauty
990,4.761904762,14.14,282.8,56.56,14.14,4.5,886-18-2897,Food and beverages
991,4.761904762,38.3,766.0,76.6,38.3,6.0,602-16-6955,Sports and travel
992,4.761904762,5.803,116.06,58.03,5.803,8.8,745-74-0715,Electronic accessories
993,4.761904762,8.745,174.9,17.49,8.745,6.6,690-01-6631,Fashion accessories
994,4.761904762,3.0475,60.95,60.95,3.0475,5.9,652-49-6720,Electronic accessories
995,4.761904762,2.0175,40.35,40.35,2.0175,6.2,233-67-5758,Health and beauty
996,4.761904762,48.69,973.8,97.38,48.69,4.4,303-96-2227,Home and lifestyle
997,4.761904762,1.592,31.84,31.84,1.592,7.7,727-02-1313,Food and beverages
998,4.761904762,3.291,65.82,65.82,3.291,4.1,347-56-2442,Home and lifestyle
999,4.761904762,30.919,618.38,88.34,30.919,6.6,849-09-3807,Fashion accessories
